제목,원제,개봉일,스트리밍,대여,구매,평점,장르,재생 시간,출연진,시놉시스,이미지,감독
Mickey Mouse: Hot Diggity Dog Tales,,2019,"{'Disney Plus': ['1개', 'HD']}",,,,,2분,"['Bret Iwan', 'Bill Farmer', 'Daniel Ross', 'Russi Taylor']","Mickey and Pluto celebrate their loving friendship with lots of fun, as they pal-around Hot Dog Hills!",https://images.justwatch.com/poster/251207997/s276/mickey-mouse-hot-diggity-dog-tales.webp,
연애 드라마 같은 사랑을 하고 싶어,恋愛ドラマな恋がしたい,2018,"{'wavve': ['1개', 'HD']}",,,,['RealityTV'],39분,"['Naomi Watanabe', 'Shusuke Fukutoku', 'Maria Tanijiri']","젊은 남녀 배우 8명이 로맨스 드라마를 찍으며, 진짜 사랑을 하게되는 이야기를 다룬 프로그램",https://images.justwatch.com/poster/255405368/s276/yeonae-deurama-gateun-sarangeul-hago-sipeo.webp,
카프카의 도쿄 절망 일기,カフカの東京絶望日記,2019,"{'wavve': ['1개', 'HD']}",,,,,24분,"['Hiroki Suzuki', 'Kou Maehara', 'Sanae Miyata']","소설 '변신', '심판' 등으로 잘 알려진 최고의 소설가 '프란츠 카프카'가 현대의 도쿄에서 생활하며, 모든 사건에 절망하는 모습을 그린 코미디 드라마",https://images.justwatch.com/poster/239185155/s276/kapeukayi-dokyo-jeolmang-ilgi.webp,
그림맛집 미·알·랭,,2021,"{'wavve': ['1개', 'HD']}",,,,,1시간 10분,"['Lee Min-Ho', 'Yoo Byung-jae']","명화 속 음식과 떠나는 맛있는 미술여행! 완벽하게 재현된 명화 속 숨은 음식을 맛보며 예술과 역사, 옛 사람들의 내밀한 삶의 이야기까지 풀어내는 역대 최초 미술+미식 토크쇼",https://images.justwatch.com/poster/252025831/s276/geurimmasjib-mi-al-raeng.webp,
어머어머 웬일이니!?,,2021,"{'Watcha': ['1개', 'HD']}",,,,,56분,"['Tak Jae-hoon', 'An Young-mi']",세상에서 가장 재밌는 이야기는? 남얘기!,https://images.justwatch.com/poster/242247145/s276/eomeoeomeo-wenilini.webp,"['이병혁 ', ' 전세계']"
소문난 님과 함께,,2021,"{'Watcha': ['1개', 'HD']}",,,,,1시간 25분,"['남진', 'Jang Young-ran', 'Kim Joon-ho']","행복한‘님’, 좌절한‘님’, 대한민국 수많은 인생 선생’님’을 찾아 떠나는 전국 로드 버라이어티",https://images.justwatch.com/poster/243199288/s276/somunnan-nimgwa-hamgge.webp,"['김승일 ', ' 서지선']"
구미호 레시피,,2021,"{'Watcha': ['1개', 'HD']}",,,,['SF'],58분,"['Ryan', 'Moo Jin-sung', 'Kim Na-ni', 'Ha Yeon-joo']","Yeo Hee runs a vegetarian cafe at Jeonju Hanok Village. She is a thousands-old nine-tailed fox who still can't move on from Master Jin Woo, her first love a thousand years ago. One day, she finds out that Jin Woo has reincarnated, and now is Yoon Ho, a young and confident CEO. But Yoon Ho already gets engaged to another woman. Yeo Hee decides to seduce him to rekindle their long-lost love, and she asks Seung Hwan, a paramedic, to learn seduction in the modern age. Seung Hwan was devastated after his girlfriend dumped him. As he helps Yeo Hee, he slowly believes his chance to love someone again.",https://images.justwatch.com/poster/242030376/s276/gumiho-resipi.webp,
백종원 클라쓰,,2021,"{'wavve': ['1개', 'HD']}",,,,['RealityTV'],50분,"['Baek Jong-won', 'Sung Si-kyung', 'Fabrizio Ferrari']","케이팝, 한국 드라마, 한국 영화에 이어 이제는 한식이다! 전 세계 어디서든 해외의 다양한 식재료로 제대로 된 한식을 즐길 수 있는 백종원표 한식 클라쓰가 펼쳐지는 프로그램",https://images.justwatch.com/poster/247331858/s276/baegjongweon-keulrasseu.webp,
궁궐의연인,,2020,"{'wavve': ['1개', 'HD'], 'Watcha': ['1개', 'HD']}",,"{'Naver Store': ['1개', 'HD']}",,,9분,,"Working as a tour guide at Deoksugung Palace, Bo Ram has settled quite comfortably into her life. With good friends and a job she enjoys, Bo Ram has everything she needs to be happy. With absolutely no need to go looking for anything more in life, Bo Ram is caught completely off-guard, the day she meets Dong Gil.",https://images.justwatch.com/poster/178541964/s276/gunggweolyiyeonin.webp,
영역,灵域,2021,"{'wavve': ['1개', 'HD'], 'Watcha': ['1개', 'HD']}",,,['84%'],['SF'],45분,"['Fan Chengcheng', 'Cheng Xiao', 'Liu Yitong', 'Nie Zihao', 'Ma Yue', 'Wang Yiming', 'Ge Xinyi', 'Zheng Yibin', 'Yu Mofan', '杨光']","혹독한 추위의 땅, 극북의 능가진에 능가의 여식인 능어시와 그의 벗인 진렬이 각자 수련을 하며 지낸다. 그러던 어느 날, 성운각의 소각주인 두소양과 현천맹 성녀인 송정옥이 저마다의 목적을 가지고 외진 능가진에 나타난다. 능어시와 진렬은 사건에 휘말리며 자신의 또 다른 기억을 마주하고 혼란에 휩싸이는데...",https://images.justwatch.com/poster/240828172/s276/yeongyeog.webp,"['존스 와콘 마 ', ' Kok Koon Leung']"
애적3.14159,Love and Pi,2018,"{'Netflix': ['1개', 'HD'], 'Watcha': ['1개', 'HD']}","{'Naver Store': ['1개', 'HD']}","{'Naver Store': ['1개', 'HD']}","['82%', '7.8']",['로맨스'],45분,,고아원 출신 친구들의 꿈과 사랑 이야기를 그린 드라마,https://images.justwatch.com/poster/141531108/s276/aejeog3-14159.webp,
디마커스 패밀리 룰,DeMarcus Family Rules,2020,"{'Netflix': ['1개', '4K']}",,,"['63%', '6.3']",['RealityTV'],29분,"['Jane Alderson', 'Dylan DeMarcus', 'Paige Dennis', 'Jay DeMarcus']",일상이 시트콤 같은 패밀리! 래스칼 플래츠의 멤버 제이 디마커스와 그의 아내 앨리슨 디마커스의 집에 오신 걸 환영합니다. 다른 건 몰라도 규칙만은 잘 지켜주세요.,https://images.justwatch.com/poster/198355791/s276/demarcus-family-rules.webp,
달 뜨는 소리,,2021,"{'Watcha': ['1개', 'HD']}",,,,['RealityTV'],1시간 57분,"['김수희', '이영현', '이지영', '김다현', '강혜연', '황우림', '마리아', '홍지윤', '양지은', 'Kim Tae-yeon', '별사랑', 'Kim Wan-sun', 'Kim Sung-joo']","'내일은 미스트롯2' 주역들과 다양한 장르의 '국가대표급' 아티스트가 만나, 고품격 컬래버레이션 무대를 선보이는 새로운 음악쇼",https://images.justwatch.com/poster/251597803/s276/dal-ddeuneun-sori.webp,"['임지훈 ', ' 임소정 ', ' 황인영']"
"우리가 바로, 내스티 체리",I'm with the Band: Nasty Cherry,2019,"{'Netflix': ['1개', '4K']}",,,['77%'],['RealityTV'],,['Charli XCX'],"이 밴드, 어떻게 만들어진 거야? 팝스타 찰리 XCX가 멘토이자 제작자로 참여한 내스티 체리. 멋진 여성 밴드가 되는 법, 그녀가 알려준다. 거침없이 솔직한 다큐시리즈.",https://images.justwatch.com/poster/156949240/s276/im-with-the-band-nasty-cherry.webp,
편애중계,,2019,"{'Watcha': ['1개', 'HD']}",,"{'Naver Store': ['1개', 'HD']}",,['RealityTV'],1시간 10분,"['Seo Jang-hoon', 'Kim Sung-joo', 'Kim Je-dong', 'Lee Min-Ho']","인생이라는 링 위에서 작은 도전을 앞두고 있는 일반인을 위해 6명의 편애중계진이 현장으로 달려가, 이유를 불문하고 오롯이 내 선수만을 편애하고 응원하며 그들의 도전을 중계하는 프로그램",https://images.justwatch.com/poster/142267771/s276/pyeonaejunggye.webp,
잿빛 상자 속에서,鈍色の箱の中で,2020,"{'Watcha': ['1개', 'HD']}","{'Naver Store': ['1개', 'HD']}",,,,25분,"['Sayu Kubota', 'Natsumi Okamoto', 'Miwako Kakei']",같은 맨션에서 성장한 고등학생들의 사랑과 질투를 그린 이야기,https://images.justwatch.com/poster/242696498/s276/jaesbic-sangja-sogeseo.webp,['Shinji Kuma']
용왕직전연상니,勇往直前恋上你,2018,"{'wavve': ['1개', 'HD'], 'Watcha': ['1개', 'HD']}",,"{'Naver Store': ['1개', 'HD']}",,,45분,"['Nichkhun', 'Li Muzhen', 'Wang Feifei', 'Wang Zirui']",천하태평 청년 백수에서 전산 착오로 대기업에 수석합격하게 된 신입사원의 좌충우돌 직장 로맨스 코미디,https://images.justwatch.com/poster/130084865/s276/yongwangjigjeonyeonsangni.webp,"['Liu Jiang ', ' Han Zeng Guang']"
괴팍한 5형제,,2019,,,"{'Naver Store': ['1개', 'HD']}",['34%'],['RealityTV'],1시간 18분,"['Lee Jin-hyuk', 'Kim Jong-kook', 'Boo Seung-kwan']",까다롭고 별난 다섯 명의 출연진이 모여 생활 속 평범하고 다양한 주제에 대해 뭐든지 줄 세우며 논쟁하는 토크 프로그램,https://images.justwatch.com/poster/253627797/s276/goepaghan-5hyeongje.webp,"['유기환 ', ' Lee Eun-Jin']"
땡철이 어디가,,2018,"{'Watcha': ['1개', 'HD']}",,"{'Naver Store': ['1개', 'HD']}",,['RealityTV'],1시간 15분,"['Kim Hee-chul', 'Noh Hong-chul']","“Where Are You Going, DdaengChul?” (땡철이 어디가) is a new travel variety show starring Super Junior’s Kim Heechul and comedians Kim Young Cheol and Noh Hong Chul. The three “Chul” brothers will be staying at guest houses in Korea and seeing all the local attractions, food, and scenery the destinations have to offer.",,
호구의연애,,2019,,,"{'Naver Store': ['1개', 'HD']}",,,1시간 16분,"['Heo Kyung-hwan', 'Kim Min-kyu', 'Jang Dong-woo']","The recent trend of people in their 20~30s is to go on a trip with a 'trip mate'. Through various social network communities and apps, it is possible to find the right 'trip mate' and go on a trip that can advance into something more than just friends. 4 comedians and 4 women go on a trip around Korea to see if this adventure can venture into something more.",https://images.justwatch.com/poster/164955634/s276/hoguyiyeonae.webp,
마녀들,,2020,"{'wavve': ['1개', 'HD']}",,,,['RealityTV'],33분,,다양한 분야에서 활동하는 멤버들이 모여 사회인 야구 경기 출전에 도전하는 과정을 담은 프로그램,https://images.justwatch.com/poster/242564197/s276/manyeodeul.webp,
혼자 캠프에서 먹고 자다,ひとりキャンプで食って寝る,2019,"{'wavve': ['1개', 'HD'], 'Watcha': ['1개', 'HD']}","{'Naver Store': ['1개', 'HD']}",,,,23분,"['Kaho', 'Takahiro Miura']","'혼자만의 캠프'와 캠프의 묘미인 '밥'을 테마로, 남녀 각각 마음 내키는 대로 독자적인 캠프를 만끽하는 이야기를 그린 드라마",https://images.justwatch.com/poster/177842286/s276/honja-kaempeueseo-meoggo-jada.webp,
도올아인 오방간다,,2019,"{'wavve': ['1개', 'HD']}",,"{'Naver Store': ['1개', 'HD']}",,,58분,"['Yoo Ah-in', 'Kim Yong-ok']",Cultural and Educational TV Show to commemorate the 100th Anniversary of the establishment of the Provisional Government of the Republic of Korea and the March First Movement,https://images.justwatch.com/poster/243199492/s276/doolain-obangganda.webp,
"기부 앤 테이크, 사세요",,2018,"{'Watcha': ['1개', 'HD']}",,"{'Naver Store': ['1개', 'HD']}",,,1시간 7분,"['Lee Hwi-jae', 'Moon Se-yoon']",'뻔'한 기부가 아닌 'Fun'한 기부에 열광한다!,https://images.justwatch.com/poster/248414613/s276/gibu-aen-teikeu-saseyo.webp,
좋아요 히카루 겐지 군,,2020,"{'wavve': ['1개', 'HD'], 'Watcha': ['1개', 'HD']}","{'Naver Store': ['1개', 'HD']}",,,,28분,,"무라사키 시키부가 쓴 고전소설 ＜겐지모노가타리＞의 주인공. 가공의 인물로 본명은 불명. 헤이안 시대 황자로, 황실로부터 미나모토 씨(源氏)를 하사받아 일명 ‘겐지’라고 한다. 그 아름다운 외모로 세상 사람들에게 이름 대신 「히카루」(光, 빛이라는 뜻)라고 불리며[1] 수많은 여성과 연애를 구가하고 있었지만, 어떤 스캔들로 낙향하는 처지가 되어 교토의 황궁을 떠나 고베의 ‘스마(須磨)’라는 시골로 가던 도중, 2020년의 일본으로 타임슬립해 버린다.",https://images.justwatch.com/poster/245223353/s276/johayo-hikaru-genji-gun.webp,
찬란한 내 인생,,2020,"{'wavve': ['1개', 'HD']}",,"{'Naver Store': ['1개', 'HD']}",['76%'],,29분,"['Won Ki Joon', 'Shim Yi-young', 'Choi Sung-Jae', 'Jin Ye-sol']",모든 불운을 딛고 억척스레 살다가 하루 아침에 재벌 2세가 된 한 여인과 재벌 2세에서 어느날 갑자기 평범한 삶을 살게 된 또 다른 여인을 통해 삶과 가족을 돌아보는 이야기를 담은 드라마.,https://images.justwatch.com/poster/192145875/s276/canranhan-nae-insaeng.webp,
기준이 필요해,,2018,"{'wavve': ['1개', 'HD'], 'Watcha': ['1개', 'HD']}",,,,,20분,"['안현진', '임민소', '박범서', 'Bang Eun-jung']",새내기 직원들의 알콩달콩 사랑이야기를 담은 웹드라마,https://images.justwatch.com/poster/251682100/s276/gijuni-pilyohae.webp,['Choi Yun-ho']
다시 쓰는 차트쇼 지금 1위는?,,2019,,,"{'Naver Store': ['1개', 'HD']}",,,1시간 7분,"['Lee Kyung-kyu', 'Yoo Se-yoon', 'Jang Do-yeon']",49년 역사를 자랑하는 MBC 음악차트프로그램에서,https://images.justwatch.com/poster/248394365/s276/dasi-sseuneun-cateusyo-jigeum-1wineun.webp,
언더나인틴,,2018,,,"{'Naver Store': ['1개', 'HD']}","['75%', '7.2']","['RealityTV', '음악']",1시간 20분,"['Kim So-hyun', 'Lee Hyuk-jae', 'Heo Sol-ji', 'Crush', 'Bae Hyeon-jun']","랩, 보컬, 퍼포먼스 3개의 분야로 나뉘어져 오디션을 진행해 각 분야 최고의 10대를 선발해 크리에이티브한 차세대 아이돌을 탄생시키는 프로그램",https://images.justwatch.com/poster/252004529/s276/eondeonaintin.webp,
오늘도 배우다,,2019,"{'Watcha': ['1개', 'HD']}",,,,,1시간 20분,,요즘 문화를 모르는 다섯 명의 배우 군단이 젊은 세대의 인싸 문화에 도전하는 콘셉트의 프로그램,https://images.justwatch.com/poster/251770519/s276/oneuldo-baeuda.webp,
김구라의 공인중재사,,2019,,,"{'Naver Store': ['1개', 'HD']}",,,1시간 16분,['Kim Hyun-dong'],인생만렙 김구라가 당신의 인생에 참견합니다.,https://images.justwatch.com/poster/248414610/s276/gimgurayi-gonginjungjaesa.webp,
더트롯쇼,,2021,"{'Watcha': ['1개', 'HD']}",,,,['RealityTV'],1시간 13분,['Do Kyung-wan'],대한민국을 휩쓴 트로트 열풍의 주인공들이 한 무대에 모여,https://images.justwatch.com/poster/251597881/s276/deoteurossyo.webp,['Kim chil sung']
파티셰를 잡아라! 독일,Nailed It! Germany,2020,"{'Netflix': ['1개', '4K']}",,,"['83%', '5.7']",['RealityTV'],,,아무도 그들의 실력을 기대하지 않는다. 참가한 아마추어 파티셰들만 빼고! 최고로 웃긴 엉망진창 베이킹 경연 프로그램. 그래도 누군가는 5천 유로의 주인공이 되겠지?,https://images.justwatch.com/poster/165141219/s276/nailed-it-germany.webp,
거리의 만찬,,2018,"{'wavve': ['1개', 'HD']}",,"{'Naver Store': ['1개', 'HD']}",,,50분,"['Yang Hee-eun', 'Park Mi-sun', 'Lee Ji-hye']","뉴스로만 만족하지 못하는 당신에게, 진짜 세상을 못 보고 있는 당신에게, 그리고 가벼운 시사 예능에 지친 당신에게 권하는 디저트! 세 명의 여성 MC가 이슈 현장에 찾아가 진짜 이야기를 듣는다. 할 말 있는 당신과 거리의 만찬. 촛불혁명을 거쳐, 이제 시대의 감수성은 직접 민주주의다. 시민들은 직접 말하고, 듣고 싶어 한다. 그러나 아직도 대다수 시사 프로그램은 스튜디오에서 입으로만 이슈를 떠든다. 이제, 진짜 이야기가 있는 거리로 나가자! 더 이상 시사는 아저씨들의 전유물이 아니다. 중년 남성의 시선으로 제3자의 입으로만 떠드는 토크가 아니라 이슈의 중심에서, 그 주인공이 말하는 시사를 듣는다! 할 말 있는 당신에게 하는 제안 ‘밥 한 끼 합시다!’ 마음을 어루만지는 음식과 함께 시사에 온기를 더하는 가장 맛있고 따뜻한 “할말 있는 당신과” 함께하는 시사예능 프로그램!",https://images.justwatch.com/poster/134684495/s276/georiyi-mancan.webp,
재미있는 남극요리인,面白南極料理人,2019,"{'wavve': ['1개', 'HD']}",,,,,2분,"['Makita Sports', 'Kenta Hamano', 'Yoji Tanaka', 'Yasuhito Hida', 'Takashi Yamanaka', 'Shodai Fukuyama']",요리 담당 대원을 중심으로 극한지대에서 생활하는 남극탐험대 대원들의 희로애락을 담은 드라마,https://images.justwatch.com/poster/140214117/s276/jaemiissneun-namgeugyoriin.webp,
랜선 장터,,2021,,,,,,1시간 1분,,코로나19로 어려워진 지역 경제에 실질적인 도움이 될 수 있게 농어민과 힘을 합쳐 특산물을 소개하고 판매하는 예능프로그램,https://images.justwatch.com/poster/246704267/s276/raenseon-jangteo.webp,
GOOD GIRL: 누가 방송국을 털었나,,2020,,"{'Naver Store': ['1개', 'HD']}",,"['82%', '8.6']","['RealityTV', '음악']",1시간 20분,"['DinDin', 'Kim Hyo-yeon', 'Ailee', 'Kim Eun-young', 'Lee Young-ji']",국내 최고의 여자 Hiphop R&B 뮤지션들이 방송국을 털기 위해 한 팀으로 뭉쳤다! 국내 최초! FLEX MONEY를 걸고 펼쳐지는 힙합 리얼리티 뮤직 쇼,https://images.justwatch.com/poster/187652686/s276/good-girl-nuga-bangsonggugeul-teoleossna.webp,['최효진']
대주재,北灵少年志之大主宰,2020,"{'wavve': ['1개', 'HD'], 'Watcha': ['1개', 'HD']}","{'Naver Store': ['1개', 'HD']}",,['95%'],['SF'],43분,"['Roy Wang', 'Ouyang Nana', 'Luo Mingjie']",악을 징벌하는 대영웅으로 자라나는 특출한 소년 목진의 성장기,https://images.justwatch.com/poster/200784117/s276/daejujae.webp,"['Zhang Meng ', ' Cheng Feng']"
돈쭐내러 왔습니다,,2021,"{'wavve': ['1개', 'HD'], 'Watcha': ['1개', 'HD']}",,,,,1시간 1분,"['Lee Young-ja', 'Jasson']",코로나 시대로 인해 생존의 위기에 내몰린 자영업자들을 위해 탄생한 푸드 버라이어티 프로그램,https://images.justwatch.com/poster/251845604/s276/donjjulnaereo-wassseubnida.webp,
세빌리아의 이발사,,2019,"{'Watcha': ['1개', 'HD']}",,"{'Naver Store': ['1개', 'HD']}",,['RealityTV'],1시간 17분,"['Lee Nam yeol', 'Su hyeon', 'Lee Min-jung', 'Jung Chae-yeon', 'Kim Kwang-kyu', 'Andy Lee', 'Eric Mun']",스페인 미용실에서 펼치는 동서양 문화 충돌에 대한 생생한 이야기를 다룬 프로그램,https://images.justwatch.com/poster/158042200/s276/sebilriayi-ibalsa.webp,"['Kim Gwang chae ', ' Kim Dong ho ', ' Seo Jeongu ', ' Kim Mit eum ', ' Kang Jeong hyeon ', ' Yoo Yeouli']"
